feature_index,feature,importance
933,team1_stats.season-sos-by-other.Last,0.4827007478034765
147,team1_stats.errors-per-game.2023,0.481054254814543
2043,team2_stats.season-sos-by-other.Last,0.48020944355104045
2180,team2_stats.walk-pct.Last 3,0.47975873603934394
618,team1_stats.opponent-last-3-innings-runs-per-game.2022,0.47905391690961185
875,team1_stats.plate-appearances.Last 3,0.4778317853634439
1405,team2_stats.isolated-power.Rank,0.4760242438057014
1234,team2_stats.double-plays-per-game.Rank,0.47599614050504785
1905,team2_stats.opponent-team-left-on-base-per-game.Away,0.47554449734943627
1467,team2_stats.non-division-sos-by-other.Rank,0.47485222085315415
2105,team2_stats.strikeout-pct.Last 1,0.47334999757405705
1081,team1_stats.walks-per-game.Away,0.4727714468332671
1722,team2_stats.opponent-last-2-innings-runs-per-game.2023,0.4713405615107671
451,team1_stats.opponent-batting-average.2023,0.4709048037634155
2025,team2_stats.sacrifice-flys-per-game.Away,0.4703769570255185
1611,team2_stats.opponent-errors-per-game.Away,0.470330186855482
1711,team2_stats.opponent-home-runs-per-game.Last 1,0.4701602441746593
1055,team1_stats.vs-23-30-by-other.Hi,0.4698404610184565
463,team1_stats.opponent-batting-average-on-balls-in-play.Rank,0.46962908996747144
1704,team2_stats.opponent-home-runs-per-9.Last 1,0.46917386570787106
2046,team2_stats.season-sos-by-other.Rating,0.4676597429523573
808,team1_stats.opponent-triples-per-game.2023,0.4666138031192935
542,team1_stats.opponent-grounded-into-double-plays-per-game.2023,0.46463079152053766
476,team1_stats.opponent-double-plays-per-game.Last 3,0.46446560672900106
1032,team1_stats.total-bases-per-game.Rank,0.4620847509969782
1193,team2_stats.away-by-other.Lo,0.4611370107899084
1462,team2_stats.non-division-by-other.Rank,0.4608347186686703
97,team1_stats.batting-average-on-balls-in-play.2023,0.46047172301576283
1504,team2_stats.opponent-4th-inning-runs-per-game.2022,0.45881496874135447
1329,team2_stats.hits-for-extra-bases-pct.Last 3,0.458057738135131
1163,team2_stats.8th-inning-runs-per-game.2022,0.4579697771372565
650,team1_stats.opponent-on-base-pct.Last 1,0.4578275559178102
0,days_since_epoch,0.45771026701899553
1706,team2_stats.opponent-home-runs-per-9.Rank,0.45719876505731044
1538,team2_stats.opponent-8th-inning-runs-per-game.Rank,0.4567295987962452
1102,team1_stats.win-pct-close-games.Away,0.4561014958151323
1486,team2_stats.opponent-1st-inning-runs-per-game.Home,0.45574103053096926
473,team1_stats.opponent-double-plays-per-game.Away,0.45548327233612895
252,team1_stats.home-by-other.Lo,0.4549825175135895
2151,team2_stats.vs-1-5-by-other.Last,0.45495345505355467
93,team1_stats.batting-average.Last 1,0.45347991726497827
332,team1_stats.left-on-base-per-game.Last 3,0.45277335195689056
624,team1_stats.opponent-last-3-innings-runs-per-game.Rank,0.4511989756189067
817,team1_stats.opponent-walk-pct.Home,0.45071081816207603
462,team1_stats.opponent-batting-average-on-balls-in-play.Last 3,0.45022805923841874
872,team1_stats.plate-appearances.Away,0.449395376291972
579,team1_stats.opponent-hits-per-run.Home,0.44910811553734603
690,team1_stats.opponent-runners-left-in-scoring-position-per-game.Away,0.44901480521897663
1269,team2_stats.extra-base-hit-pct.Rank,0.4488778591715271
820,team1_stats.opponent-walk-pct.Rank,0.44722583541074806
1834,team2_stats.opponent-shutouts.2023,0.4470250814690849
474,team1_stats.opponent-double-plays-per-game.Home,0.4468228738732252
466,team1_stats.opponent-caught-stealing-per-game.Away,0.4465111105504994
1895,team2_stats.opponent-strikeouts-per-game.Rank,0.446230441917365
598,team1_stats.opponent-home-runs-per-game.2023,0.44474435137827284
764,team1_stats.opponent-stolen-bases-per-game.Rank,0.4446413289767123
1265,team2_stats.extra-base-hit-pct.Away,0.4444202348195159
1914,team2_stats.opponent-total-bases-per-game.Last 1,0.4443553161305048
507,team1_stats.opponent-extra-base-hit-pct.2023,0.4428461331938999
1832,team2_stats.opponent-secondary-average.Rank,0.4421043374817855
2130,team2_stats.team-left-on-base-per-game.2023,0.44208899567162335
321,team1_stats.last-4-innings-runs-per-game.Rank,0.4414748341207803
1165,team2_stats.8th-inning-runs-per-game.Away,0.4396126760825015
292,team1_stats.isolated-power.Home,0.4394733493377094
1100,team1_stats.win-pct-close-games.2022,0.43867441783950245
1419,team2_stats.last-3-innings-runs-per-game.2023,0.4382762341519801
1239,team2_stats.doubles-per-game.Last 1,0.436317257455363
2066,team2_stats.singles-per-game.Last 3,0.43589078383969687
670,team1_stats.opponent-plate-appearances.Home,0.43498479511547117
1317,team2_stats.hit-by-pitch-per-game.2022,0.43383456229599443
1033,team1_stats.triples-per-game.2022,0.43294659574505184
2146,team2_stats.triples-per-game.Home,0.4319427643647293
1479,team2_stats.on-base-plus-slugging-pct.Home,0.4316308718567925
119,team1_stats.double-plays-per-game.2023,0.43119716729237356
41,team1_stats.6th-inning-runs-per-game.Away,0.43112326279638996
929,team1_stats.schedule-strength-by-other.Lo,0.4307262966900106
1053,team1_stats.vs-17-22-by-other.Rank,0.43050929612988054
1636,team2_stats.opponent-first-4-innings-runs-per-game.Rank,0.43043857047574496
1814,team2_stats.opponent-sacrifice-flys-per-game.Away,0.43026562687299125
1743,team2_stats.opponent-left-on-base-per-game.2023,0.43019637992148846
2209,team2_stats.win-pct-all-games.Rank,0.42995682800086277
1958,team2_stats.opponent-win-pct-all-games.Rank,0.42995682800086277
578,team1_stats.opponent-hits-per-run.Away,0.42972455210680877
352,team1_stats.non-division-by-other.Rank,0.4296913014302389
849,team1_stats.opponent-win-pct-close-games.2022,0.42963117874668183
2233,weather.snowfall,0.4294483172992092
761,team1_stats.opponent-stolen-bases-per-game.Home,0.4287935253222806
611,team1_stats.opponent-last-2-innings-runs-per-game.2022,0.4285839051610616
2114,team2_stats.strikeouts-per-9.Rank,0.42830459493445505
1057,team1_stats.vs-23-30-by-other.Lo,0.4282736912603422
381,team1_stats.opponent-2nd-inning-runs-per-game.2023,0.42810700039786775
1505,team2_stats.opponent-4th-inning-runs-per-game.2023,0.427856388303078
416,team1_stats.opponent-7th-inning-runs-per-game.2023,0.42783580948688077
1472,team2_stats.on-base-pct.Home,0.42734175353719983
1835,team2_stats.opponent-shutouts.Away,0.427296418449367
556,team1_stats.opponent-hits-for-extra-bases-pct.2023,0.42672613066724935
799,team1_stats.opponent-team-left-on-base-per-game.Rank,0.42622539771453777
1077,team1_stats.walks-per-9.Last 3,0.42602793351580587
112,team1_stats.consistency-by-other.Lo,0.42566352976795435
888,team1_stats.rbis-per-game.Home,0.42523157462238476
1608,team2_stats.opponent-earned-runs-against-per-game.Rank,0.42517803240504304
1352,team2_stats.home-adv-by-other.Hi,0.4247958482271852
1626,team2_stats.opponent-extra-inning-runs-per-game.Home,0.42295969652779253
554,team1_stats.opponent-hit-by-pitch-per-game.Rank,0.4176517997308303
1297,team2_stats.first-6-innings-runs-per-game.Rank,0.41712941130148934
2064,team2_stats.singles-per-game.Home,0.41699503101013585
2100,team2_stats.stolen-bases-per-game.Rank,0.41530821541471635
1060,team1_stats.vs-6-10-by-other.Hi,0.4150562154168743
2168,team2_stats.vs-23-30-by-other.Rank,0.4148155804456183
879,team1_stats.predictive-by-other.Lo,0.4146004992227818
1902,team2_stats.opponent-strikeouts-per-walk.Rank,0.414497485140903
1489,team2_stats.opponent-1st-inning-runs-per-game.Rank,0.4143769882830061
2053,team2_stats.secondary-average.Rank,0.41374147502441894
526,team1_stats.opponent-first-4-innings-runs-per-game.Rank,0.412449823494424
1750,team2_stats.opponent-no-run-first-inning-pct.2023,0.4119260724508169
1461,team2_stats.non-division-by-other.Lo,0.4110179986801836
1967,team2_stats.opponent-yes-run-first-inning-pct.2023,0.4106217567985493
1845,team2_stats.opponent-singles-per-game.Last 3,0.4106113929584999
1307,team2_stats.games-played.Last 1,0.41056999339075606
1120,team2_stats.1st-inning-runs-per-game.Rank,0.4105438301516642
32,team1_stats.5th-inning-runs-per-game.2022,0.4101701650316183
1991,team2_stats.predictive-by-other.Rating,0.40968082732667294
1374,team2_stats.home-run-pct.Rank,0.40924453447014014
1861,team2_stats.opponent-stolen-bases-attempted.2022,0.4089439527721151
768,team1_stats.opponent-strikeout-pct.Home,0.4084882373942241
1629,team2_stats.opponent-extra-inning-runs-per-game.Rank,0.407972641916214
977,team1_stats.stolen-bases-attempted-per-game.2022,0.4076000252176027
49,team1_stats.7th-inning-runs-per-game.Home,0.4075289133977089
1849,team2_stats.opponent-slugging-pct.Away,0.40646341936303454
1493,team2_stats.opponent-2nd-inning-runs-per-game.Home,0.4064316915377034
